codigo,nombre,Tipo_persona,nacionalidad,sexo biológico,fecha n,fecha m,profesiones-wikidata,Profesiones-otrasfuentes,Descripciones-url-datos,numero_revista,nombre_articulo,pagina,Naturaleza del artículo,ESTILO PRINCIPAL / INTENCIONALIDAD,GÉNERO,ESPECIE / SUBGÉNERO,Ilustraciones/Fotografías (Sí/No),Número de imágenes,Tipo_firma,grado,codigo_revista,dc.title,dc.contributor.editor,dc.date.issued,dc.publisher,dc.description.abstract
A123,Aníbal Gálvez,Nombre real,Perú,m,29-09-1865,1922-01-09 0:00:00,,,,R38,"El ""Real Felipe"": prisioneros",11-12,Original,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,No,0,Con su nombre real,2,R38,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 36)","Palma, Clemente, 1872-1946, dir.",16/04/1907,Lima: [s. n.],"Dedica un homenaje póstumo a Numa Pompilio Llona, poeta ecuatoriano colaborador en varios números de la revista Prisma. Recoge el argumento de la obra Princeses d' amour basada en la novela homónima de japonerías, presenta una fotografía de la ceremonia de inauguración de la Universidad de Arequipa, publica la continuación de la novela Mi tío Barbassou de Mario Uchard."
A123,Aníbal Gálvez,Nombre real,Perú,m,29-09-1865,1922-01-09 0:00:00,,,,R39,"El ""Real Felipe"": el empecinado",11,Original,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,No,0,Con su nombre real,2,R39,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 37)","Palma, Clemente, 1872-1946, dir.",04/05/1907,Lima: [s. n.],"Presenta las características del público que consume literatura y teatro y propone su dignificación en el sentido de elevar su nivel intelectual y cultural. Aborda la problemática de la crítica literaria como arma de combate personal en la figura de Fray Candil, pseudónimo del escritor cubano Bobadilla. Contiene un artículo sobre el encarcelamiento del conspiracionista tacneño José Gómez en la fortaleza del Real Felipe. Expone diferentes vistas del departamento de Arequipa, publica la continuación de la novela Mi tío Barbassou de Mario Uchard."
A123,Aníbal Gálvez,Nombre real,Perú,m,29-09-1865,1922-01-09 0:00:00,,,,R40,"El ""Real Felipe"": el empecinado",9,Original,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,No,0,Con su nombre real,2,R40,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 38)","Palma, Clemente, 1872-1946, dir.",11/05/1907,Lima: [s. n.],"Esboza una reseña biográfica del conspiracionista tacneño José Gómez. Recoge una tradición de Ricardo Palma y poemas de Rubén Darío y Amado Nervo. Expone diferentes vistas de la ciudad de Trujillo, publica la continuación de la novela Mi tío Barbassou de Mario Uchard."
A123,Aníbal Gálvez,Nombre real,Perú,m,29-09-1865,1922-01-09 0:00:00,,,,R41,"El ""Real Felipe"": la fuga del prisionero",6,Original,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,No,0,Con su nombre real,2,R41,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 39)","Palma, Clemente, 1872-1946, dir.",18/05/1907,Lima: [s. n.],"Analiza los aspectos filosóficos de la obra poética de René François Armand ""Sully"" Prudhomme y reproduce parte de los discursos pronunciados en la celebración de los veinticinco años del ingresó del poeta a la Academia Francesa, presenta un artículo sobre la fuga del conspiracionista tacneño José Gómez encarcelado en el Real Felipe. Describe las características estéticas y los principios que componen las obras De Marsella a Tokio y El alma japonesa de Enrique Gómez Carrillo. Recoge un poema de Amado Nervo y un relato de Emilia Pardo Bazán. Expone diferentes vistas de la ciudad de Cerro de Pasco. Informa sobre el tercer centenario del deán Antonio de Saavedra y Leiba, primer codificador de aguas durante el virreinato. Incluye una fotografía que muestra el ataúd con sus restos. Publica la continuación de la novela Mi tío Barbassou de Mario Uchard."
A123,Aníbal Gálvez,Nombre real,Perú,m,29-09-1865,1922-01-09 0:00:00,,,,R42,EL “Real Felipe”: la fuga de un prisionero,7-8,Original,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,No,0,Con su nombre real,2,R42,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 40)","Palma, Clemente, 1872-1946, dir.",25/05/1907,Lima: [s. n.],"Presenta leyendas japonesas, así como relatos y poemas de varios autores, que se entremezclan con fotografías de eventos sociales y personajes de la política y la alta sociedad peruana, publica la continuación de la novela Mi tío Barbassou de Mario Uchard."
A123,Aníbal Gálvez,Nombre real,Perú,m,29-09-1865,1922-01-09 0:00:00,,,,R43,EL “Real Felipe”: en la huerta presa,7,Original,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,No,0,Con su nombre real,2,R43,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 41)","Palma, Clemente, 1872-1946, dir.",01/06/1907,Lima: [s. n.],"Menciona en una nota conmemorativa el fallecimiento de Monseñor Manuel Tovar, arzobispo de Lima, quien fuese en vida un literato distinguido por su talento y su cultura. Recoge relatos, críticas literarias, crónicas y poemas, publica la continuación de la novela Mi tío Barbassou de Mario Uchard."
A123,Aníbal Gálvez,Nombre real,Perú,m,29-09-1865,1922-01-09 0:00:00,,,,R44,EL “Real Felipe”: en la huerta presa,7-8,Original,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,No,0,Con su nombre real,2,R44,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 42)","Palma, Clemente, 1872-1946, dir.",08/06/1907,Lima: [s. n.],"Recoge poemas del peruano José Santos Chocano y del poeta mexicano Amado Nervo, entre otros autores, presenta relatos, historia y críticas de Clemente Palma. Dedica un reportaje fotográfico a las exequias del arzobispo de Lima Monseñor Tovar, publica la continuación de la novela Mi tío Barbassou de Mario Uchard."
A123,Aníbal Gálvez,Nombre real,Perú,m,29-09-1865,1922-01-09 0:00:00,,,,R46,EL “Real Felipe”: un plan audaz,6,Original,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,No,0,Con su nombre real,2,R46,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 44)","Palma, Clemente, 1872-1946, dir.",22/06/1907,Lima: [s. n.],"Recoge cuentos, poemas y relatos de varios autores, presenta fotografías de eventos sociales y personajes de la política y la alta sociedad peruana. En este ejemplar continúa la novela Mi tío Barbassou del autor Mario Uchard."
A123,Aníbal Gálvez,Nombre real,Perú,m,29-09-1865,1922-01-09 0:00:00,,,,R47,EL “Real Felipe”: un plan audaz,2,Original,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,No,0,Con su nombre real,2,R47,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 45)","Palma, Clemente, 1872-1946, dir.",29/06/1907,Lima: [s. n.],"Recoge relatos y poemas de varios autores, entre ellos un relato oriental, que se entremezclan con fotografías de eventos sociales y personajes de la política y la alta sociedad peruana. En este ejemplar continúa la novela “Mi tío Barbassou"" del autor Mario Uchard."
A123,Aníbal Gálvez,Nombre real,Perú,m,29-09-1865,1922-01-09 0:00:00,,,,R48,EL “Real Felipe”: un plan audaz,9,Original,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,No,0,Con su nombre real,2,R48,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 46)","Palma, Clemente, 1872-1946, dir.",06/07/1907,Lima: [s. n.],"Recoge relatos y poemas de varios autores, que se entremezclan con fotografías de eventos sociales y personajes de la política y la alta sociedad peruana. En este ejemplar continúa la novela Mi tío Barbassou del autor Mario Uchard."
A123,Aníbal Gálvez,Nombre real,Perú,m,29-09-1865,1922-01-09 0:00:00,,,,R52,EL “Real Felipe”: el “San Felipe Neri”,12,Original,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,No,0,Con su nombre real,2,R52,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 50)","Palma, Clemente, 1872-1946, dir.",10/08/1907,Lima: [s. n.],"Refiere cuentos, poemas, relatos de varios autores, presenta fotografías de eventos sociales y personajes de la política y la alta sociedad peruana, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
A123,Aníbal Gálvez,Nombre real,Perú,m,29-09-1865,1922-01-09 0:00:00,,,,R55,EL “Real Felipe”: esperanzas deshechas,8,Original,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,No,0,Con su nombre real,2,R55,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 53)","Palma, Clemente, 1872-1946, dir.",24/08/1907,Lima: [s. n.],"Recoge cuentos, poemas y relatos de varios autores, presenta fotografías de eventos sociales y personajes de la política y la alta sociedad peruana, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
A123,Aníbal Gálvez,Nombre real,Perú,m,29-09-1865,1922-01-09 0:00:00,,,,R56,EL “Real Felipe”: esperanzas deshechas,10-11,Original,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,No,0,Con su nombre real,2,R56,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 54)","Palma, Clemente, 1872-1946, dir.",31/08/1907,Lima: [s. n.],"Presenta el plano del Canal de Panamá y ofrece detalles de cómo fue realizada la obra, las excavaciones hechas por las empresas francesas desde 1880 a 1903 y las realizará el gobierno de EE.UU, para dar cima a la obra. Recoge cuentos, poemas y relatos de varios autores, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
A123,Aníbal Gálvez,Nombre real,Perú,m,29-09-1865,1922-01-09 0:00:00,,,,R64,EL “Real Felipe”: la última junta,10,Original,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,No,0,Con su nombre real,2,R64,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 62)","Palma, Clemente, 1872-1946, dir.",26/10/1907,Lima: [s. n.],"Recoge cuentos, poemas y relatos de varios autores, presenta fotografías de eventos sociales y personajes de la política y la alta sociedad peruana, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
A123,Aníbal Gálvez,Nombre real,Perú,m,29-09-1865,1922-01-09 0:00:00,,,,R65,EL “Real Felipe”: la última junta,8-9,Original,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,No,0,Con su nombre real,2,R65,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 63)","Palma, Clemente, 1872-1946, dir.",2/11/1907,Lima: [s. n.],"Recoge cuentos, poemas y relatos de varios autores, presenta fotografías de eventos sociales y personajes de la política y la alta sociedad peruana, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
A123,Aníbal Gálvez,Nombre real,Perú,m,29-09-1865,1922-01-09 0:00:00,,,,R68,El “Real Felipe”: Bellavista y la playa,4,Original,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,No,0,Con su nombre real,2,R68,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 66)","Palma, Clemente, 1872-1946, dir.",23/11/1907,Lima: [s. n.],"Recoge bocetos históricos, relatos y fotografías de eventos sociales de la alta sociedad peruana, presenta fotografías de las maniobras militares de 1907."
A123,Aníbal Gálvez,Nombre real,Perú,m,29-09-1865,1922-01-09 0:00:00,,,,R69,El “Real Felipe”: Bellavista y la playa,4,Original,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,No,0,Con su nombre real,2,R69,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 67)","Palma, Clemente, 1872-1946, dir.",30/11/1907,Lima: [s. n.],"Recoge poemas, artículos, relatos y fotografías de eventos sociales de la alta sociedad peruana, presenta fotografías de las maniobras militares de 1907."
A123,Aníbal Gálvez,Nombre real,Perú,m,29-09-1865,1922-01-09 0:00:00,,,,R70,El “Real Felipe”: el “San Felipe Neri”,10,Original,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,No,0,Con su nombre real,2,R70,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 68)","Palma, Clemente, 1872-1946, dir.",7/12/1907,Lima: [s. n.],"Presenta un artículo sobre la inauguración de una fábrica de cartuchos ubicada en la pampa de Barbones, que permitiría que el ejército peruano no necesite recurrir a arsenales europeos para la adquisición de municiones. Realiza una descripción extensa de la fabricación de arsenal militar. Recoge artículos, relatos, poemas, fotografías de las maniobras militares de 1907, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
A123,Aníbal Gálvez,Nombre real,Perú,m,29-09-1865,1922-01-09 0:00:00,,,,R72,El “Real Felipe”: el “San Felipe Neri”,12,Original,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,No,0,Con su nombre real,2,R72,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 70)","Palma, Clemente, 1872-1946, dir.",21/12/1907,Lima: [s. n.],"Recoge artículos, relatos, poemas y fotografías de las maniobras militares de 1907, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
A123,Aníbal Gálvez,Nombre real,Perú,m,29-09-1865,1922-01-09 0:00:00,,,,R73,El “Real Felipe”: el “San Felipe Neri”,12,Original,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,No,0,Con su nombre real,2,R73,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 71)","Palma, Clemente, 1872-1946, dir.",28/12/1907,Lima: [s. n.],"Expone un artículo titulado “El Japón y la América” de Francisco García Calderón, quien fue escritor, periodista y diplomático peruano, nacido en Valparaíso (Chile). En este artículo denota como Japón se esforzaba por asumir el papel de potencia moderna, de ejercer una influencia política, comercial y hasta étnica en otros países. Refleja el temor de EE.UU de los avances de Japón y de la ambición de los amarillos. Recoge artículos, relatos, poemas y fotografías de las maniobras militares de 1907, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
