codigo,nombre,Tipo_persona,nacionalidad,sexo biológico,fecha n,fecha m,profesiones-wikidata,Profesiones-otrasfuentes,Descripciones-url-datos,numero_revista,nombre_articulo,pagina,Naturaleza del artículo,ESTILO PRINCIPAL / INTENCIONALIDAD,GÉNERO,ESPECIE / SUBGÉNERO,Ilustraciones/Fotografías (Sí/No),Número de imágenes,Tipo_firma,grado,codigo_revista,dc.title,dc.contributor.editor,dc.date.issued,dc.publisher,dc.description.abstract
A72,E. Zamacois,Nombre real,España,m,17-02-1873,1971-12-31 0:00:00,"Escritor, novelista, periodista, editor, guionista",,,R11,Caricaturistas y payasos,18-19,Republicación,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,No,0,Con su nombre real,1,R11,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 9)","Hernández, Julio S, 1853-1906, dir.",01/03/1906,Lima: [s. n.],"Presenta un artículo con fotografías sobre las regiones del oriente peruano recorridas por los ingenieros Cipriani y Kauffman y el marqués Médici de Marignano, como parte de la expedición para el establecimiento de vía férreas. Recoge relatos y poemas de diferente autores. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A72,E. Zamacois,Nombre real,España,m,17-02-1873,1971-12-31 0:00:00,"Escritor, novelista, periodista, editor, guionista",,,R12,El teatro francés contemporáneo,14-16,Republicación,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,Sí,4,Con su nombre real,1,R12,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 10)","Hernández, Julio S, 1853-1906, dir.",16/03/1906,Lima: [s. n.],"Presenta imágenes del proyecto arquitectónico del Teatro Nacional, del arquitecto J. E. Lattini, en diferentes ángulos: fachada frontal, corte longitudinal, corte transversal y fachada lateral. Analiza el panorama del teatro francés, que considera predominantemente social y de intereses. Contiene críticas literarias de los libros Abelardo de Eudofilo Álvarez y Un Conflicto de Emilio Castelar y Cobián. Presenta un artículo que describe impresiones de viaje a Londres. Recoge relatos y poemas de diferentes autores. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A72,E. Zamacois,Nombre real,España,m,17-02-1873,1971-12-31 0:00:00,"Escritor, novelista, periodista, editor, guionista",,,R14,La madre,23-24,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Narrativo,Cuento,No,0,Con su nombre real,1,R14,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 12)","Hernández, Julio S, 1853-1906, dir.",16/04/1906,Lima: [s. n.],"Presenta un artículo que examina el libro El proceso de Jesús escrito por el legalista italiano Juan Rosadi, cuyo tenor es el procedimiento judiciario aplicado a Jesús según las doctrinas legales y las prácticas judaicas y romanas de la época de su ejecución. Aborda a través de un artículo, el estudio de las teorías de la trasnformación de las especies, en el que señala que el transformismo hace visible la evolución, pero no su causa primera ni su finalidad. Recoge varios poemas entre ellos uno de José Martí. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A76,Eco,Seudónimo,-,-,,,,,,R12,Ecos mundiales,22-24,Original,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica social,Sí,9,Con seudónimo,2,R12,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 10)","Hernández, Julio S, 1853-1906, dir.",16/03/1906,Lima: [s. n.],"Presenta imágenes del proyecto arquitectónico del Teatro Nacional, del arquitecto J. E. Lattini, en diferentes ángulos: fachada frontal, corte longitudinal, corte transversal y fachada lateral. Analiza el panorama del teatro francés, que considera predominantemente social y de intereses. Contiene críticas literarias de los libros Abelardo de Eudofilo Álvarez y Un Conflicto de Emilio Castelar y Cobián. Presenta un artículo que describe impresiones de viaje a Londres. Recoge relatos y poemas de diferentes autores. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A76,Eco,Seudónimo,-,-,,,,,,R13,Ecos mundiales,22-23,Original,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica social,Sí,9,Con seudónimo,2,R13,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 11)","Hernández, Julio S, 1853-1906, dir.",01/04/1906,Lima: [s. n.],"Presenta artículos sobre Santo Toribio de Mogrovejo . Recoge una tradición de Ricardo Palma sobre Santa Rosa de Lima y Santo Toribio, presenta varios poemas y relatos, entre ellos los de Felipe Pardo y Aliaga, Santiago Rusiñol y Rubén Darío. Reproduce párrafos de la crítica de Miguel de Unamuno al libro La ciudad de las ciudades del chileno Vicuña Subercaseaux."
A117,Edgardo Varela,Nombre real,Perú,m,,,,,,R22,El poema del campo,12,Original,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con su nombre real,2,R22,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 20)","Amézaga, Carlos Germán, 1862-1906, dir.",16/08/1906,Lima: [s. n.],"Recoje un artículo sobre la hacienda Patibamba en Abancay, propiedad de la firma Petriconi Hermanos, presenta una crítica al libro Los peruanos y su independencia de José A. de Izcue, en la que resalta la memoria de Túpac Amaru, Felipe Velasco, José Manuel Ubalde, los dos de Ángulo, como agentes del primer grito de independencia en el nuevo mundo. Ofrece una descripción y una vista panorámica de las minas de carbón de Cupisnique. Contiene poemas de diferentes autores. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A117,Edgardo Varela,Nombre real,Perú,m,,,,,,R27,En la tribuna,15,Original,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con su nombre real,2,R27,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 25)","Amézaga, Carlos Germán, 1862-1906, dir.",1/11/1906,Lima: [s. n.],"Presenta un ensayo sobre la naturaleza, formación y clasificación del carácter, publica una breve nota con vistas fotográficas a la ciudad de Jauja con motivo de la iniciación de los trabajos de construcción del ferrocarril, así como un reportaje fotográfico a la Cerro de Pasco Mining Company. Recoge poemas entre los que destaca uno dedicado al Señor de los Milagros, escrito por Carlos Germán Amézaga , presenta una ilustración de la fachada de la Biblioteca Nacional, proyecto del arquitecto E. Lattini. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A74,Eduardo Bustillo,Nombre real,España,m,1836,1908,Escritor,,,R11,"Estreno de ""Juan José"" en Madrid",29-32,Republicación,De Opinión (Discurso centrado en el juicio y la persuasión),Crítica especializada,Crítica literaria,No,0,Con su nombre real,1,R11,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 9)","Hernández, Julio S, 1853-1906, dir.",01/03/1906,Lima: [s. n.],"Presenta un artículo con fotografías sobre las regiones del oriente peruano recorridas por los ingenieros Cipriani y Kauffman y el marqués Médici de Marignano, como parte de la expedición para el establecimiento de vía férreas. Recoge relatos y poemas de diferente autores. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A204,Eduardo Díaz Lecuna,Nombre real,Venezuela,m,,,Escritor,,,R44,En el balneario,8,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con su nombre real,1,R44,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 42)","Palma, Clemente, 1872-1946, dir.",08/06/1907,Lima: [s. n.],"Recoge poemas del peruano José Santos Chocano y del poeta mexicano Amado Nervo, entre otros autores, presenta relatos, historia y críticas de Clemente Palma. Dedica un reportaje fotográfico a las exequias del arzobispo de Lima Monseñor Tovar, publica la continuación de la novela Mi tío Barbassou de Mario Uchard."
A157,Eloy Gozálvez V,Nombre real,Bolivia,m,,,,,,R30,Agustín Aspiazú,17,Republicación,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Retrato Periodístico,Semblanza,Sí,1,Con su nombre real,1,R30,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 28)","[s.n.],,, dir.",16/12/1906,Lima: [s. n.],"Presenta un discurso sobre el político Jorge Polar y su apoyo a la revista El Ateneo de Lima. Dedica un artículo a Carlos Germán Amézaga, director de la revista Prisma, debido a su fallecimiento. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A156,Elvira García y García,Nombre real,Perú,f,01-06-1862,1951-10-23 0:00:00,"Educadora, periodista, escritora",,,R30,En pos de un ideal,15,Original,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,No,0,Con su nombre real,2,R30,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 28)","[s.n.],,, dir.",16/12/1906,Lima: [s. n.],"Presenta un discurso sobre el político Jorge Polar y su apoyo a la revista El Ateneo de Lima. Dedica un artículo a Carlos Germán Amézaga, director de la revista Prisma, debido a su fallecimiento. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A196,Emilia Pardo Bazán,Nombre real,España,f,16-09-1851,1921-05-12 0:00:00,"Novelista, periodista, ensayista, poetisa, crítica literaria, dramaturga, traductora, editora, catedrática, conferenciante",,,R41,El balcón de la princesa,8-9,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Narrativo,Cuento,No,0,Con su nombre real,1,R41,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 39)","Palma, Clemente, 1872-1946, dir.",18/05/1907,Lima: [s. n.],"Analiza los aspectos filosóficos de la obra poética de René François Armand ""Sully"" Prudhomme y reproduce parte de los discursos pronunciados en la celebración de los veinticinco años del ingresó del poeta a la Academia Francesa, presenta un artículo sobre la fuga del conspiracionista tacneño José Gómez encarcelado en el Real Felipe. Describe las características estéticas y los principios que componen las obras De Marsella a Tokio y El alma japonesa de Enrique Gómez Carrillo. Recoge un poema de Amado Nervo y un relato de Emilia Pardo Bazán. Expone diferentes vistas de la ciudad de Cerro de Pasco. Informa sobre el tercer centenario del deán Antonio de Saavedra y Leiba, primer codificador de aguas durante el virreinato. Incluye una fotografía que muestra el ataúd con sus restos. Publica la continuación de la novela Mi tío Barbassou de Mario Uchard."
A196,Emilia Pardo Bazán,Nombre real,España,f,16-09-1851,1921-05-12 0:00:00,"Novelista, periodista, ensayista, poetisa, crítica literaria, dramaturga, traductora, editora, catedrática, conferenciante",,,R44,El remedio,2-3,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Narrativo,Cuento,No,0,Con su nombre real,1,R44,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 42)","Palma, Clemente, 1872-1946, dir.",08/06/1907,Lima: [s. n.],"Recoge poemas del peruano José Santos Chocano y del poeta mexicano Amado Nervo, entre otros autores, presenta relatos, historia y críticas de Clemente Palma. Dedica un reportaje fotográfico a las exequias del arzobispo de Lima Monseñor Tovar, publica la continuación de la novela Mi tío Barbassou de Mario Uchard."
A231,Emilio Bobadilla,Nombre real,Cuba,m,24-06-1862,1921-01-01 0:00:00,"Poeta, novelista, periodista, crítico literario, escritor",,,R59,Velasquez,5,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con su nombre real,1,R59,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 57)","Palma, Clemente, 1872-1946, dir.",21/09/1907,Lima: [s. n.],"Recoge cuentos, poemas y relatos de varios autores, presenta fotografías de eventos sociales y personajes de la política y la alta sociedad peruana, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
A249,Emilio Dugi,Nombre real,España,m,,,,,,R65,Atomus,10-11,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Narrativo,Cuento,Sí,3,Con su nombre real,1,R65,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 63)","Palma, Clemente, 1872-1946, dir.",2/11/1907,Lima: [s. n.],"Recoge cuentos, poemas y relatos de varios autores, presenta fotografías de eventos sociales y personajes de la política y la alta sociedad peruana, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
A102,Emilio Vera y González,Nombre real,España,m,1861,1914,"Escritor, periodista",,,R18,Dime ¿qué es el estado de sitio?,16-17,Republicación,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica histórica,No,0,Con su nombre real,1,R18,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 16)","Amézaga, Carlos Germán, 1862-1906, dir.",16/06/1906,Lima: [s. n.],"Presenta artículos sobre los monumentos de la cultura Inca en el Cusco, la actualidad escénica en Francia, y la construcción y diseño de una recoba en Arequipa a cargo de Pedro E, paulet. Recoge un poema de Felipe Pardo y Aliaga con motivo de su centenario. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A22,Enrique Gómez Carrillo,Nombre real,Guatemala,m,27-02-1873,1927-11-29 0:00:00,"Escritor, periodista, diplomático",,,R2,"Artistas japoneses: Hokusai, Outamaro, Yosai",17,Republicación,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,Sí,4,Con su nombre real,1,R2,"Prisma: revista ilustrada, de artes, letras, etc. (Año I, n.° 1)","Hernández, Julio S, 1853-1906, dir.",15/09/1905,Lima: [s. n.],"Recoge artículos sobre estudio de lenguas indígenas, arte japonés y occidental y personajes peruanos destacados. En sus páginas presenta relatos y poemas de varios autores, que se entremezclan con fotografías de eventos sociales y personajes de la política y la alta sociedad peruana."
A22,Enrique Gómez Carrillo,Nombre real,Guatemala,m,27-02-1873,1927-11-29 0:00:00,"Escritor, periodista, diplomático",,,R24,El templo de Nikko: la mayor maravilla del mundo,22-23,Republicación,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica periodística,No,0,Con su nombre real,1,R24,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 22)","Amézaga, Carlos Germán, 1862-1906, dir.",16/09/1906,Lima: [s. n.],"Edición dedicada a la visita diplomática de Elihu Root, Secretario de Estado de los Estados Unidos, al Perú. Reproduce los discursos pronunciados por Elguera, alcalde de Lima y por Elihu Root y expone numerosas fotografías de su paso por el puerto del Callao, el Club Nacional, el palacio municipal, la Casa de la Moneda y Matucana, así como diferentes vistas del baile celebrado en su honor en el Palacio de la Exposición. Recoge una revisión de la crítica al libro El alma japonesa de Enrique Gómez Carrillo, cuya lectura recomienda, presenta la impresiones de Enrique Gómez Carrillo respecto al templo de Nikko en Japón. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A22,Enrique Gómez Carrillo,Nombre real,Guatemala,m,27-02-1873,1927-11-29 0:00:00,"Escritor, periodista, diplomático",,,R26,Paisajes y emociones,18-20,Republicación,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica literaria,No,0,Con su nombre real,1,R26,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 24)","Amézaga, Carlos Germán, 1862-1906, dir.",16/10/1906,Lima: [s. n.],"Reproduce algunos párrafos de la tesis titulada Los estudios literarios de Raimundo Morales de la Torre sustentada en la Universidad Mayor de San Marcos, presenta un escrito poético de Dora Mayer. Recoge un análisis de la conferencia en torno a los derechos de la mujer del literato noruego Bjornstejerne Bjornson pronunciada en el club femenino de Chopenhague, en el que aborda el concepto de la moral guerrera presente en el opresor. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A22,Enrique Gómez Carrillo,Nombre real,Guatemala,m,27-02-1873,1927-11-29 0:00:00,"Escritor, periodista, diplomático",,,R28,En una fumería de opio anamita,26,Republicación,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica literaria,No,0,Con su nombre real,1,R28,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 26)","Amézaga, Carlos Germán, 1862-1906, dir.",16/11/1906,Lima: [s. n.],"Presenta un artículo sobre el fervor de las procesiones en Lima de 1662 tomado de las crónicas de Mugaburu. Expone fotografías de la embarcación ""Coronel Bolognesi"". Dedica un artículo a la Museo de Historia Nacional en el que describe las piezas de las culturas prehispánicas y los objetos religiosos y artísticos de la colonia. Recoge relatos y poemas de diferentes autores, entre ellos uno de Edmundo de Amicis. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A22,Enrique Gómez Carrillo,Nombre real,Guatemala,m,27-02-1873,1927-11-29 0:00:00,"Escritor, periodista, diplomático",,,R29,En Singapur: el paraíso de los chinos,26-28,Republicación,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica periodística,No,0,Con su nombre real,1,R29,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 27)","Amézaga, Carlos Germán, 1862-1906, dir.",1/12/1906,Lima: [s. n.],"Recoge una tradición de Ricardo Palma y un relato de Rubén Darío. Describe en un artículo las articulaciones sociales y progreso económico de los chinos emigrados a Singapur. Expone fotografías de las instalaciones eléctricas ejecutadas por las Empresas Eléctricas Asociadas en Chosica, presenta registros fotográficos de la huelga de los obreros de las compañías de vapores en el Callao. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A22,Enrique Gómez Carrillo,Nombre real,Guatemala,m,27-02-1873,1927-11-29 0:00:00,"Escritor, periodista, diplomático",,,R30,En el estrecho de Corea,18-20,Republicación,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica literaria,No,0,Con su nombre real,1,R30,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 28)","[s.n.],,, dir.",16/12/1906,Lima: [s. n.],"Presenta un discurso sobre el político Jorge Polar y su apoyo a la revista El Ateneo de Lima. Dedica un artículo a Carlos Germán Amézaga, director de la revista Prisma, debido a su fallecimiento. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A22,Enrique Gómez Carrillo,Nombre real,Guatemala,m,27-02-1873,1927-11-29 0:00:00,"Escritor, periodista, diplomático",,,R31,Sadda Yacco,28-29,Republicación,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica literaria,No,0,Con su nombre real,1,R31,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 29)","[s.n.],,, dir.",01/01/1907,Lima: [s. n.],"Expone fotografías de la huelga realizada por conductores y motoristas en Lima. Recoge el argumento de la obra teatral Les Pasageres presentada en París, presenta una crónica sobre la belleza de las performances de la geisha Sadda Yacco en América y Europa. Contiene poemas de Charles Baudelaire. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A22,Enrique Gómez Carrillo,Nombre real,Guatemala,m,27-02-1873,1927-11-29 0:00:00,"Escritor, periodista, diplomático",,,R32,Los samurayes,21-24,Republicación,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica literaria,No,0,Con su nombre real,1,R32,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 30)","Palma, Clemente, 1872-1946, dir.",16/01/1907,Lima: [s. n.],"Presenta un artículo sobre las virtudes del samurái en la justicia, caballerosidad, heroísmo y religión. Analiza la obra de Pancho Fierro como arte popular. Recoge poemas de Charles Baudelaire. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A22,Enrique Gómez Carrillo,Nombre real,Guatemala,m,27-02-1873,1927-11-29 0:00:00,"Escritor, periodista, diplomático",,,R7,Los trofeos,14,Republicación,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,No,0,Con su nombre real,1,R7,"Prisma: revista ilustrada, de artes, letras, etc. (Año I, n.° 6)","Hernández, Julio S, 1853-1906, dir.",1/12/1905,Lima: [s. n.],"Presenta artículos que describen las impresiones de viajes a Londres y a Ceylán y un reportaje realizado al ejército peruano en un ensayo de maniobras militares, que incluye detalladas fotografías. Recoge un ensayo sobre la poética de José María de Heredia, así como un relato de Rubén Darío. Entre todos los escritos, destaca una crónica sobre la novelista y feminista Emilia Pardo Bazán con motivo de su llegada a Lima. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A109,Ernesto Nelson,Nombre real,Estados Unidos,m,,,,,,R20,El crepúsculo de la democracia,10-12,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Narrativo,Cuento,No,0,Con seudónimo,1,R20,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 18)","Amézaga, Carlos Germán, 1862-1906, dir.",16/07/1906,Lima: [s. n.],"Dedica una semblanza a la vida y obra de Julio S. Hernández, director de la revista Prisma, debido a su fallecimiento. Contiene un artículo sobre la obra teatral Lima por dentro de Manuel Moncloa y Covarrubias, padre e hijo, presentada en el Teatro Olimpo, presenta descripciones de viajes a Londres. Recoge variados poemas y relatos, entre ellos frases de Emilio Castelar puestas en rima por Ricardo Palma. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A252,Eugenio Fourrier,Nombre real,España,m,,,,,,R69,El oso y el reservista,16,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Narrativo,Cuento,No,0,Con su nombre real,1,R69,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 67)","Palma, Clemente, 1872-1946, dir.",30/11/1907,Lima: [s. n.],"Recoge poemas, artículos, relatos y fotografías de eventos sociales de la alta sociedad peruana, presenta fotografías de las maniobras militares de 1907."
A180,Eugenio Sellés,Nombre real,España,m,08-04-1842,1926-10-12 0:00:00,"Periodista, escritor, dramaturgo, político, aristócrata",,,R36,La cigarra y la hormiga,16,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Narrativo,Fábula,No,0,Con su nombre real,1,R36,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 34)","Palma, Clemente, 1872-1946, dir.",16/03/1907,Lima: [s. n.],"Presenta un ensayo sobre las políticas y estrategias educacionales llevadas a cabo por el Estado peruano donde destaca la contratación de maestros extranjeros y el envío de estudiantes peruanos a Europa. Registra la construcción de la defensa del puerto del Callao en el siglo XVII y XVIII. Expone fotografías de los balnearios del Callao. Aborda el americanismo del que sostiene que mientras más americana es una obra artística menos artística e interesante resulta debido a su falta de emoción estética y a su profuso regionalismo. Describe impresiones de viaje al Sacsahuamán en Cusco. Recoge un poema de Rubén Darío, publica la continuación de la novela Mi tío Barbassou de Mario Uchard."
A180,Eugenio Sellés,Nombre real,España,m,08-04-1842,1926-10-12 0:00:00,"Periodista, escritor, dramaturgo, político, aristócrata",,,R39,El mal bienhechor,9-10,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Narrativo,Cuento,Sí,1,Con su nombre real,1,R39,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 37)","Palma, Clemente, 1872-1946, dir.",04/05/1907,Lima: [s. n.],"Presenta las características del público que consume literatura y teatro y propone su dignificación en el sentido de elevar su nivel intelectual y cultural. Aborda la problemática de la crítica literaria como arma de combate personal en la figura de Fray Candil, pseudónimo del escritor cubano Bobadilla. Contiene un artículo sobre el encarcelamiento del conspiracionista tacneño José Gómez en la fortaleza del Real Felipe. Expone diferentes vistas del departamento de Arequipa, publica la continuación de la novela Mi tío Barbassou de Mario Uchard."
A180,Eugenio Sellés,Nombre real,España,m,08-04-1842,1926-10-12 0:00:00,"Periodista, escritor, dramaturgo, político, aristócrata",,,R63,La volatilización del diablo,8-9,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Narrativo,Cuento,Sí,2,Con su nombre real,1,R63,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 61)","Palma, Clemente, 1872-1946, dir.",19/10/1907,Lima: [s. n.],"Recoge cuentos, poemas y relatos de varios autores, presenta fotografías de eventos sociales y personajes de la política y la alta sociedad peruana, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
A180,Eugenio Sellés,Nombre real,España,m,08-04-1842,1926-10-12 0:00:00,"Periodista, escritor, dramaturgo, político, aristócrata",,,R64,El infierno en el hombre,8-9,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Narrativo,Cuento,Sí,2,Con su nombre real,1,R64,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 62)","Palma, Clemente, 1872-1946, dir.",26/10/1907,Lima: [s. n.],"Recoge cuentos, poemas y relatos de varios autores, presenta fotografías de eventos sociales y personajes de la política y la alta sociedad peruana, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
A180,Eugenio Sellés,Nombre real,España,m,08-04-1842,1926-10-12 0:00:00,"Periodista, escritor, dramaturgo, político, aristócrata",,,R66,Su majestad la anarquía,4-5,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Narrativo,Cuento,No,0,Con su nombre real,1,R66,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 64)","Palma, Clemente, 1872-1946, dir.",9/11/1907,Lima: [s. n.],"Aparece en este ejemplar un cuento titulado “El quinto evangelio”, que corresponde a Cuentos Malévolos de Clemente Palma, cuyo argumento se centra en la visita del diablo a Jesús durante su agonía en la cruz para atormentarlo con burlas sobre la inutilidad de su sacrificio. Recoge cuentos, poemas y relatos de varios autores, presenta fotografías de eventos sociales y personajes de la política y la alta sociedad peruana, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
A59,Zoila Aurora Cáceres [Evangelina],Nombre real - seudónimo,Perú,m,,,,,,R9,La mujer argentina,14-15,Original,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,Sí,1,Con seudónimo,2,R9,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 7)","Hernández, Julio S, 1853-1906, dir.",01/02/1906,Lima: [s. n.],"Contiene artículos sobre el carácter de las mujeres peruanas y argentinas desde una perspectiva androcentrista, presenta un artículo que describe las impresiones de viaje a Londres, publica la primera entrega del ensayo de Raimundo morales sobre lo pintoresco en la literatura peruana, donde destaca la historia y tradiciones del Imperio de los Incas como fuente de producción e inspiración literaria. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A246,F. Guilmin,Se desconoce,-,-,,,,,,R64,El sombrero gris,11-12,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Narrativo,Cuento,No,0,Con seudónimo,1,R64,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 62)","Palma, Clemente, 1872-1946, dir.",26/10/1907,Lima: [s. n.],"Recoge cuentos, poemas y relatos de varios autores, presenta fotografías de eventos sociales y personajes de la política y la alta sociedad peruana, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
A47,F.H.G,Seudónimo,-,-,,,,,,R6,"Fe, esperanza, caridad",11,No Determinado,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con seudónimo,1,R6,"Prisma: revista ilustrada, de artes, letras, etc. (Año I, n.° 5)","Hernández, Julio S, 1853-1906, dir.",16/11/1905,Lima: [s. n.],"Este número de Prisma dedica varias páginas al intelectual Ricardo Palma: presenta una tradición inédita, una remembranza sobre su gestión en la Biblioteca Nacional del Perú y una fotografía que retrata a Palma en su despacho de la Biblioteca Nacional. Recoge poemas y escritos de diferentes autores en torno a la figura de la muerte. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
